star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class
Gaia DR3 4721111481504887040,43.10219643138415,-63.676991712882106,85.11684398839553,11.74855590435585,979.9779446154955,634.3819167817383,34.47429656982422,10.325339,2.4539309,11.40501,9.975416878458518,3171.34912109375,,,native_gaia,Gaia,283.2103308690318,-48.55909372050002,1.7769640681692729,-7.569985171492068,-8.807172590655881,3468.4276580810547,255,199,137,#FFC789,0.4072124809387334,-55.29440508907091,-44.864389548152175,-18.582196072105674,L  127-97,,M2.5V,Main sequence
HIP 109176,331.7542345381952,25.345231222712776,85.05999755859375,11.756407737731934,296.7300109863281,26.93000030517578,,3.6638746,0.5780067,3.77,3.312501907348633,,,,transformed_from_johnson,Hipparcos,82.26122872967886,-24.259228827754132,1.4432870821289732,10.620649742419273,-4.830304787817467,6609.966576099396,253,248,255,#FDF8FF,1.193268790611854,,,,* iot Peg,,F5V,Main sequence
Gaia DR3 3100542495921276160,100.05875121900114,-5.875749795160788,84.79689812369861,11.792884198915349,107.26515341253022,-582.5983852416947,47.823482513427734,9.310769,2.2497244,10.23461,8.952668911243634,3527.18017578125,,,native_gaia,Gaia,216.90148997463828,-5.160056036036861,-9.392186227719312,-7.052234830284115,-1.060631647366123,3550.2151117092226,255,201,142,#FFC98E,0.4963126305870771,-18.338233236629282,-53.503229772948785,-13.598829642945624,BD-05  1737,,M2,Main sequence
HIP 21000,67.55290392700563,5.299350709985892,84.76000213623047,11.798017501831055,106.9000015258789,119.86000061035156,,9.674972,0.84620696,9.83,9.315925598144531,,,,transformed_from_johnson,Hipparcos,189.95059369579278,-28.037985707903513,-10.256709919847912,-1.7994167051390775,-5.54573873481899,5691.413588583469,255,240,232,#FFF0E8,0.46557552631084737,,,,BD+04   701A,,F8,Main sequence
Gaia DR3 3460806448649173504,178.91497468580934,-37.46337796594098,84.7295814629436,11.802253507381588,42.9675178020456,-791.1035179782759,,17.625954,4.7439957,20.915142,17.26612897999752,,,,native_gaia,Gaia,290.8368743738919,24.094860060785354,3.8323796733402773,-10.06928452554882,4.818253110351545,2600.0,255,170,81,#FFAA51,,,,,2MASS J11553952-3727350,,L2e,Brown dwarf
Gaia DR3 1088813933689615872,113.60946222158073,62.940999988434626,84.70006581982092,11.80636626808839,-495.56725523449285,-109.91666306728042,-42.14942169189453,9.652589,2.0562239,10.437943,9.292007583389328,,,,native_gaia,Gaia,153.5928208143705,28.78914496425123,-9.267420243117696,4.601834804750729,5.685800112868242,3701.2399068692835,255,205,150,#FFCD96,0.46759935832859534,19.078208741474164,-14.220206439676062,-44.91657930193759,G 234-5,,M0V,Main sequence
Gaia DR3 5866992641380992256,214.76617301528017,-59.38264069990895,84.60291005524316,11.819924389681514,-454.967758414664,-810.6092064135089,-18.399452209472656,6.354505,1.1846166,6.6435256,5.991431569922401,4778.88427734375,,,native_gaia,Gaia,313.8901910011526,1.6118939747325438,8.191256395586603,-8.514891976751626,0.33248438128770935,4926.571386510675,255,230,206,#FFE6CE,0.7762852645116398,-40.28248677731263,-14.572112756876237,-34.87659310691301,HD 125072,,K3IV,Subgiant
HIP 107556,326.76140601931803,-16.128602480843192,84.58000183105469,11.823125839233398,263.260009765625,-296.2300109863281,,2.7909958,0.39270154,2.85,2.4273338317871094,,,,transformed_from_johnson,Hipparcos,37.599513868944435,-46.014890957877846,6.505392274307175,5.009738551165461,-8.506979229826507,7536.492317914963,234,236,255,#EAECFF,1.397538346510667,,,,* del Cap,Deneb Algedi,kA5hF0mF2III,Giant
HIP 61941,190.41243476429017,-1.449105277177939,84.52999877929688,11.830120086669922,-616.6599731445312,60.65999984741211,,2.649661,0.486038,2.74,2.2847156524658203,,,,transformed_from_johnson,Hipparcos,297.82856191794446,61.32561490650764,2.6499288238272727,-5.019969929076097,10.379283231748342,7069.810003042221,243,242,255,#F3F2FF,1.4304502340463492,,,,* gam Vir,Porrima,F1-F2V,Main sequence
Gaia DR3 6885776098199761024,317.32587881622555,-13.31137231459359,84.44018320948496,11.842702869546503,715.0641543639571,-1995.4456205314852,-58.349037170410156,10.027026,2.1156511,10.853924,9.659772011069741,3421.063232421875,,,native_gaia,Gaia,36.227970950755854,-36.52117040273675,7.6772855319622835,5.624681228435451,-7.047826558278334,3654.857654106326,255,204,148,#FFCC94,0.43562051900372334,-26.58291342146483,-125.97568320582992,-31.4490382828084,Wolf  918,,M1V,Main sequence
Gaia DR3 6118581861234228352,216.36501919485525,-36.841877719814676,84.42185654875391,11.845273734563,-285.0581855372661,-469.4462994488617,,18.931221,3.7270699,21.161816,18.563495501480233,,,,native_gaia,Gaia,323.11568445666643,22.317460604238313,8.764738931102585,-6.577001031728571,4.498101682374921,2849.1720581054688,255,180,99,#FFB463,,,,,2MASS J14252798-3650229,,L4,Brown dwarf
Gaia DR3 6608187792013441792,339.60278048440296,-29.35505070160671,84.37829957485404,11.85138839060007,1.8339445838902648,-256.8476653960377,26.022212982177734,9.93711,2.3326569,10.923078,9.56826379249678,3280.234619140625,,,native_gaia,Gaia,20.662775122111796,-60.71534068102502,5.424187227797168,2.045603282906315,-10.336784166829405,3516.937255859375,255,200,140,#FFC88C,0.4438562586752899,16.11933958283455,-9.301393389622655,-23.21727859739135,L  645-74,,M2V,Main sequence
Gaia DR3 6608187792013181312,339.6059287587044,-29.35802125906652,84.36745206683383,11.852912177646711,-12.976206147652285,-266.728959092147,26.37047576904297,11.368919,2.7006426,12.649095,10.999794039688595,,,,native_gaia,Gaia,20.657088975836835,-60.71827638810397,5.42459199586859,2.0451410413562887,-10.338410269007719,3346.7389460972377,255,196,131,#FFC483,0.3050226556342545,17.141080251470644,-9.570758760434211,-23.132871684864618,L  645-73,,M3.5V,Main sequence
Gaia DR3 1071194431653425280,145.63642599574993,70.0326740617471,84.32808364905566,11.858445688884078,-671.7748027721867,-271.15503131945144,6.676450252532959,9.574072,2.3955097,10.608188,9.203933039763456,3211.256591796875,,,native_gaia,Gaia,141.86441017543993,39.418310810098085,-7.205609491851107,5.657150699316531,7.5298454149060134,3491.796112060547,255,200,140,#FFC88C,0.47505181971232296,-36.349649168876404,-13.478179342036873,-14.14384450195606,G 236-1,,M2.5Ve,Main sequence
Gaia DR3 1251824057289839744,207.00533857595104,23.58012342188568,84.31052432709014,11.86091544301648,-1485.655682748447,125.00998018173836,,15.338058,1.2689066,15.665037,14.967467422614536,,,,native_gaia,Gaia,20.539667130942874,76.74248851283329,2.5471257265280856,0.9543417474992352,11.544812580056279,4764.943077087402,255,227,198,#FFE3C6,,,,,EGGR 438,,DC9,White dwarf
Gaia DR3 1071195187567668480,145.7067959092211,70.0382309918793,84.29833015982618,11.862631182658554,-670.9617812941915,-265.4560970400273,6.204892635345459,10.080184,2.5737257,11.25561,9.709278842357428,,,,native_gaia,Gaia,141.84170654558883,39.435649427980316,-7.204117043315574,5.6605946360411865,7.535276011428839,3420.509719848633,255,197,134,#FFC586,0.4311649041878315,-35.96475862923987,-13.45230830431888,-14.510405901907703,G 236-2,,M3.5Ve,Main sequence
Gaia DR3 2052891361294411520,289.74443824673165,38.72151454983126,84.24434883357806,11.870232411380698,25.20043736859222,-251.6767045698044,,14.468728,0.6377926,14.570688,14.096431954293152,,,,native_gaia,Gaia,70.664823296333,11.653721483297282,3.8491448752244657,10.96983726740741,2.397743012986495,6374.940892999823,255,247,250,#FFF7FA,,,,,EGGR 375,,DC7,White dwarf
Gaia DR3 1251824607045654016,207.04869237692137,23.614073287892467,84.2246337028907,11.873010971203295,-1482.591472449657,122.33482827718699,-13.232983589172363,13.441506,3.5297508,15.477352,13.06870204024834,,,,native_gaia,Gaia,20.734610340046085,76.71550060015873,2.5515487388587412,0.9659117006421206,11.555301949412867,2956.4745330810547,255,183,106,#FFB76A,0.15725191839006641,-69.95669394562141,-47.51696330551382,5.822413469245328,LP  380-6,,M5V,Main sequence
Gaia DR3 732857558276385664,167.7745997052698,30.445141490471975,84.17656725244895,11.879790690453786,591.5995438980561,-197.12369314166156,-16.5828800201416,7.7352266,1.6766849,8.277285,7.3611826866851935,3869.18115234375,0.6645650267601013,13.48067855834961,native_gaia,Gaia,198.37157998099016,67.81299903071807,-4.257524674890138,-1.4139448168367335,11.000166841763566,4096.128660348745,255,214,170,#FFD6AA,0.6138817313314806,38.661854647083395,2.5765572748806935,-2.613981601983253,HD  97101,,K7V,Main sequence
Gaia DR3 732856080807636224,167.76369133153824,30.443892892292382,84.15535722299161,11.882784804183514,604.906859388117,-206.05390207551753,-15.806729316711426,9.054922,2.201908,9.943686,8.680330943012493,3397.37646484375,,,native_gaia,Gaia,198.37589125895178,67.80365297595654,-4.260194501964303,-1.4151874069895505,11.002207147253042,3587.5351324314024,255,203,145,#FFCB91,0.5193566125143275,39.21728007212827,2.2578276120449585,-1.5959954711314757,HD  97101B,,M2V,Main sequence
Gaia DR3 514923083669786112,30.394655289650444,63.769578629484386,84.05535611757442,11.896921816632677,-258.3264340153221,-94.65152397997127,-84.63931274414062,9.9323845,2.4692488,11.024125,9.55521145332392,3165.749755859375,,,native_gaia,Gaia,130.5889114795588,1.9454513915496452,-7.73600007237805,9.029282093411313,0.4038767990850673,3462.300491333008,255,199,137,#FFC789,0.44503096920084717,64.4072676209118,-55.804961098405926,-11.919286760393755,G 244-47,,M2.5V,Main sequence
