star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class
Gaia DR3 4316455502719737472,292.11399574679575,13.032523969757861,37.22035281331246,26.8670209821959,39.59220934760825,-147.8012992331496,,17.985914,4.8103523,21.346062,15.8398166578976,,,,native_gaia,Gaia,48.73436523579329,-2.0983731880757786,17.708286697713,20.181319197231595,-0.9837449612613874,2600.0,255,170,81,#FFAA51,0.091601833421024,,,,2MASS J19282731+1301597,,,Main sequence
HIP 61792,189.94498877130195,-77.84167927253809,37.220001220703125,26.86727523803711,-853.8499755859375,356.05999755859375,,8.632729,1.3727816,9.05,6.486610412597656,,,,transformed_from_johnson,Hipparcos,302.29674778958173,-14.984311699826591,13.867174305446513,-21.93845758610261,-6.946656335358969,4561.347996711731,255,223,190,#FFDFBE,0.7020084381103515,,,,HD 109952,,K5.5Vk:,Main sequence
Gaia DR3 1142313523798296448,111.95091238501817,80.33663214522322,37.213904836230554,26.87167617590144,-16.08925131498947,176.50015821348538,-71.16452026367188,13.816142,2.9799995,15.33799,11.669668295779736,3120.411865234375,,,native_gaia,Gaia,133.77614049764458,28.236978182485487,-16.378611926013956,17.09370196007576,12.713512700258915,3179.33349609375,255,191,122,#FFBF7A,0.23812321929541846,58.277186738918836,-28.613358751755637,-36.8664666070917,LP   17-55,,,Main sequence
Gaia DR3 473563132719635712,60.87772287096653,60.15235870010539,37.213707631414145,26.871818575686472,407.0282995064363,-324.3072142544671,9.545248031616211,11.871144,2.4014006,12.909819,9.724659001155025,3210.28173828125,,,native_gaia,Gaia,144.75861181151174,5.694061421078129,-21.838685057490896,15.429135258287953,2.6661308493373013,3489.4397735595703,255,200,140,#FFC88C,0.42978068989604773,-45.6613786945169,-48.79073274171746,4.543107698966479,G 175-14,,,Main sequence
Gaia DR3 4070492105979556224,267.7488068159978,-22.054925696590132,37.212680236275524,26.872560472684892,-29.5705254022775,13.785035086151352,,20.111683,2.5855541,21.29673,17.965137647476723,,,,native_gaia,Gaia,6.5224747824776665,2.5108735004926936,26.672991779660464,3.0496025576481016,1.1772595808307755,3415.778350830078,255,197,134,#FFC586,,,,,,,,Main sequence
Gaia DR3 4764027962957023104,75.19666437541598,-57.25674085176277,37.21185747681589,26.873154628817716,35.38835067056905,74.11315957504551,18.541078567504883,9.37731,1.9237366,10.073319,7.230716543792404,,,,native_gaia,Gaia,265.8601998207782,-37.37396718667237,-1.541684415505153,-21.300120801732653,-16.312403339144463,3804.6446265243903,255,208,156,#FFD09C,0.6269283456207595,-11.11856069318078,-15.960078232303298,-8.653805469251688,CD-57  1054,,M0Ve,Main sequence
Gaia DR3 265724476942021248,76.70466361473483,51.60881742896875,37.211542287548774,26.87338224985656,-32.38586231010227,-173.02605965948027,-1.8769384622573853,9.041392,1.3720579,9.417937,6.894780678221746,,,,native_gaia,Gaia,157.06247755738477,6.532283079274289,-24.587844502447513,10.405292982166015,3.0571971192014775,4562.766487121582,255,223,190,#FFDFBE,0.6605219321778253,-5.954655316668825,-14.062044844963685,-16.52890711234894,*   9 Aur C,,K5Ve,Main sequence
Gaia DR3 4349513797276615680,241.06154741718146,-7.451408127520203,37.211176065553744,26.87364673017407,-276.49251754681825,-440.6251747893825,,17.91521,1.1721153,18.1988,15.76857770482431,,,,native_gaia,Gaia,3.5173785742064503,31.94049799910947,22.7619627751141,1.399111245768761,14.217187729100258,4948.164437033914,255,230,206,#FFE6CE,,,,,LP  684-16,,DC,White dwarf
HIP 54418,167.02378210040067,-28.268321939524462,37.209999084472656,26.874496459960938,-503.3999938964844,-38.790000915527344,,8.851276,1.59318,9.32,6.7045745849609375,,,,transformed_from_johnson,Hipparcos,276.81715199678496,29.31070621971497,2.7816400951118365,-23.268286916327643,13.156286038893159,4211.75085067749,255,217,175,#FFD9AF,0.6795425415039062,,,,CD-27  7881,,K6Vk:,Main sequence
Gaia DR3 5597287489961172096,119.63317817582156,-29.569850322207664,37.20565098097607,26.877637499510985,49.00662269814089,75.14868184516841,,13.88769,3.1274319,15.542745,11.74073412903946,,,,native_gaia,Gaia,246.54969546189605,-0.09337944799969682,-10.696035910951709,-24.657661983754387,-0.04380458497085811,3126.9131130642363,255,190,119,#FFBE77,0.23314861096723782,,,,UPM J0758-2934,,,Main sequence
Gaia DR3 4041857799496807936,266.9886891599007,-34.021390083597176,37.2047680269085,26.878275367198793,-205.37250079684918,-565.9614682950204,2.437838554382324,7.021645,0.869884,7.1900554,4.87463807432237,5492.630859375,0.8731760382652283,,native_gaia,Gaia,355.9070015536574,-3.0610706978981925,26.771470103811346,-1.9157145796728292,-1.4353093202964338,5618.606656551361,255,239,228,#FFEFE4,0.9630172154839091,-3.728556801324564,-75.2188023284407,-14.802444543434799,HD 161612,,G8V,Main sequence
Gaia DR3 3124542635730704896,95.05446809479194,2.2584775762904004,37.20364011856117,26.87909023991157,-123.80583800433497,-96.74978959660406,31.486000061035156,9.291484,1.5702314,9.772544,7.1444110524320195,,,,native_gaia,Gaia,207.33875844529658,-5.900383676869822,-23.750381210903722,-12.278839218305693,-2.7631489125740396,4243.525701669546,255,218,177,#FFDAB1,0.635558894756798,-24.357635717833833,-16.675110292178704,-22.8221160022914,HD 288595,,M0,Main sequence
Gaia DR3 3662657851291871104,203.56685974269138,-0.3136840748723714,37.1976080913766,26.883448998749646,-197.84398365516898,20.17842320352504,,7.5344663,1.0503426,7.7678795,5.387041338875672,5159.57373046875,,,native_gaia,Gaia,325.2360762052655,60.689882924916404,10.8114018184735,-7.504028733292418,23.441906355025885,5158.499214865945,255,233,213,#FFE9D5,0.8704142158658423,,,,HD 118036A,,,Main sequence
Gaia DR3 4146239420441827840,274.25925998828933,-14.86280760751977,37.19396661081096,26.88608102662908,-15.156809915259714,6.825691643611616,,20.152378,3.1158466,21.796833,18.004740566611925,,,,native_gaia,Gaia,15.82158148971331,0.6688252377389071,25.865749306436946,7.329793348343611,0.31383954116490886,3131.0323079427085,255,190,119,#FFBE77,,,,,,,,Main sequence
Gaia DR3 5266361153152233344,95.12986649113527,-71.34634251265446,37.189888816271804,26.889029029913825,55.90638228686966,-386.278359110407,-1.281876802444458,13.822988,3.090578,15.444401,11.675111956379325,3078.346435546875,,,native_gaia,Gaia,281.88450850920304,-28.05487079480226,4.886844662786143,-23.220854253207527,-12.646365452755226,3140.0166829427085,255,190,119,#FFBE77,0.23774216305344723,48.687435702785706,8.849315442535785,5.290665842354352,SIPS J0620-7120,,M4.5,Main sequence
Gaia DR3 5145956864601439488,37.926632496199645,-15.273975818628793,37.188488193329874,26.89004174628857,-73.37084289314348,-117.84215359431123,-28.43733024597168,8.393618,1.1449285,8.665573,6.245660247715321,4820.9873046875,0.7934643030166626,3.4154441356658936,native_gaia,Gaia,191.06937258804155,-63.87140011439539,-11.62171904259715,-2.273639798397762,-24.14209091357289,4995.12357711792,255,231,208,#FFE7D0,0.7381509628427018,27.72562517147226,-2.758209517341123,18.587153365520106,HD  15767,,K2.5Vk:,Main sequence
Gaia DR3 3800758057928927872,173.5906354617996,3.059707436962619,37.180311554006266,26.895955364641036,-183.85461465606411,-102.93817471733516,5.009873867034912,5.645272,0.610724,5.7407823,3.4968369013079865,,,,native_gaia,Gaia,262.173221567232,59.686044582556534,-1.8486801466365184,-13.448943752567523,23.21854234512731,6464.513400684704,255,248,253,#FFF8FD,1.150729945852003,-14.523567062108357,-21.74298672664631,-7.947281484447895,*  89 Leo,,F5.5V,Main sequence
Gaia DR3 6710522912626346368,284.1612780517903,-47.08376054988549,37.180111869547545,26.89609981563967,174.65856290542936,-167.00626877574496,-15.741352081298828,14.158573,,,12.010126611468564,,,,native_gaia,Gaia,349.48873012973803,-20.347170972982028,24.794683695714415,-4.6004677316084415,-9.351980665760358,,128,128,128,#808080,,-26.436990491505792,-8.503784210923369,-20.636746624106657,SCR J1856-4704B,,,Unknown
HIP 80331,245.99770046998515,61.514465026705565,37.18000030517578,26.896181106567383,-16.979999542236328,56.68000030517578,,2.446126,0.9440007,2.73,0.29767322540283203,,,,transformed_from_johnson,Hipparcos,92.58485489690283,40.95105249176748,-0.9161338520106523,20.293203752315907,17.62813485169273,5390.697782993317,255,236,222,#FFECDE,,,,,* eta Dra,,G8-IIIab,Giant
Gaia DR3 3308523332288542080,71.97442487522345,13.994126460319055,37.177835875547125,26.897746370915776,39.694918050452465,111.72878735912785,0.3492981493473053,15.38299,3.714778,17.601318,13.23441041271866,,,,native_gaia,Gaia,184.95514145725082,-19.45219685569775,-25.26762527314432,-2.190697940983014,-8.957494930026145,2854.088821411133,255,180,99,#FFB463,0.15062358349125363,-5.200420098699925,8.153117021867727,11.626678823607275,UCAC4 520-008995,,dM6,Main sequence
Gaia DR3 2918894859953947392,101.21643794479907,-27.34036132824005,37.17337421079895,26.90097472264161,-5.873581024384734,293.78382921208663,-10.344675064086914,6.299466,0.7210088,6.4229746,4.150626051136236,5945.04150390625,1.0584025382995605,6.170286655426025,native_gaia,Gaia,237.02903220996438,-13.420139697677966,-14.240135652769036,-21.952230036366508,-6.243442483869541,6099.570954062722,255,245,243,#FFF5F3,1.0665864037004826,-25.351270656101594,24.437429013787444,16.47029064230624,HD  48938,,G0VFe-0.8CH-0.5,Main sequence
Gaia DR3 1187822481869241600,226.37832254976084,18.081684502998126,37.16688229981209,26.90567349538102,-101.91760990306805,93.61666871795808,,13.517523,2.9053059,14.973329,11.368303473599703,3150.003662109375,,,native_gaia,Gaia,23.717886566793823,57.872704993837964,13.099955802108143,5.755356793178203,22.78557202279722,3218.093457903181,255,191,122,#FFBF7A,0.2644866179040327,,,,UPM J1505+1804,,dM5.0,Main sequence
Gaia DR3 4356054757585316992,245.63599026173608,-4.250032851997464,37.15996717652195,26.91068039026176,-78.88693126340515,-176.73385145884583,-20.279348373413086,7.161991,0.88270044,7.334641,5.012367727927435,5400.14208984375,0.8645288348197937,,native_gaia,Gaia,9.690151362366247,30.205543607318255,22.925093178782795,3.9146023013627835,13.53885928108829,5579.1961369514465,255,239,228,#FFEFE4,0.9381263142299816,-10.887715706785247,-26.457833811139547,-14.222562211009695,HD 147512,,G8/K0V,Main sequence
Gaia DR3 1649026618553865472,254.67572397577862,68.89882693265304,37.15929126432873,26.91116988444706,-528.5268838034337,200.99075594912296,-65.2413101196289,11.087341,2.105816,11.907302,8.937678419307467,3633.9267578125,,,native_gaia,Gaia,100.0741866799511,35.221450655609715,-3.8456010692234552,21.64556066719896,15.520699738367695,3662.5339415015246,255,204,148,#FFCC94,0.4975810568278297,-27.63674615828766,-92.77654774529952,9.419711384748453,G 240-38,,M1.5V,Main sequence
Gaia DR3 6853784501721502720,302.5734900783276,-21.780805185803107,37.159250812763176,26.9111991799503,101.15519623446451,-318.7735473945486,,14.372772,0.17257881,14.403703,12.223106963646714,,,,native_gaia,Gaia,20.832336083249576,-26.614105305399356,22.486889224606166,8.556493238881979,-12.05565749995477,8849.474589029947,216,225,255,#D8E1FF,,,,,LAWD 80,,DA5.0,White dwarf
Gaia DR3 2356519298275043200,12.797965963165797,-20.467538464374744,37.15203643080492,26.916424941133016,563.221612453537,-431.2510830605974,,16.992226,1.1551971,17.268547,14.842138766583773,,,,native_gaia,Gaia,122.43509349057923,-83.33904869211507,-1.674540235726107,2.6350843143318294,-26.73473727693886,4977.3867520419035,255,231,208,#FFE7D0,,,,,LP  826-143,,DC9,White dwarf
Gaia DR3 2035294983392947200,298.3863695070523,34.142284977518344,37.14893737355565,26.91867037660805,17.017443363418842,227.64858232050236,-28.40941619873047,10.739292,2.152608,11.592472,8.589024122283742,,,,native_gaia,Gaia,69.91429071250735,3.3675626111247547,9.228593525514947,25.237820239474242,1.5812355755179155,3626.0133324599847,255,204,148,#FFCC94,0.5270825742682987,-34.48194610920463,-18.401664806638745,11.316506622496501,G 125-42,,M1.5V,Main sequence
Gaia DR3 852544209323820416,152.36200194268912,54.40623763974774,37.14777534292183,26.919512427560235,65.01992313606429,-134.631326267955,0.1465587615966797,11.107544,2.248909,12.030782,8.957207997407508,,,,native_gaia,Gaia,158.84614896624316,49.88009796059455,-16.177737825449086,6.259944881678998,20.585286936716347,3550.851514862805,255,201,142,#FFC98E,0.49592855406551856,6.400198111578177,-15.06566334832108,9.80293547867476,PM J10094+5424,,M2.0V,Main sequence
Gaia DR3 1829237158466540160,305.50826638049824,21.789394667388276,37.14661188275209,26.92035556718754,4.589815790675537,-133.7007742813012,,14.814999,3.7118511,17.030409,12.664594667699717,,,,native_gaia,Gaia,62.86403982722581,-8.567403330442861,12.141457538305684,23.689812984978335,-4.010400659046048,2855.259552001953,255,180,99,#FFB463,0.17341621329201132,,,,PM J20220+2147B,,,Main sequence
Gaia DR3 2423292879948720000,4.497121279564225,-13.455641929479897,37.14173648080181,26.923889261798244,401.6415779090277,-0.2377277057590994,28.92271614074707,6.369294,0.76227903,6.5044417,4.21860518840883,5816.2099609375,0.9979736804962158,8.889911651611328,native_gaia,Gaia,91.52546848238451,-74.25094107266784,-0.1945433388700162,7.305217037989128,-25.91315823860051,5963.003924976696,255,243,239,#FFF3EF,1.0578711296911756,-44.609795860455876,-16.89653485730529,-34.47925235460271,HD   1388,,G0V,Main sequence
Gaia DR3 2358981826364444544,15.950629117196996,-16.99820797412562,37.139444040600054,26.925551144675758,-83.27043386483048,-150.25188892582014,2.4863266944885254,12.708142,2.6716118,13.9640665,10.557319271955695,3226.678466796875,,,native_gaia,Gaia,139.32903962967606,-79.47419541937808,-3.7306719220428555,3.205595766019157,-26.472467721002346,3364.9868774414062,255,196,131,#FFC483,0.35369488008487354,18.93646529063793,-9.392995161932854,-6.334944034160727,G 268-104,,,Main sequence
Gaia DR3 1863898674120773760,307.8843914574332,33.77594492798737,37.1388743320098,26.925964181367373,141.8958134494709,16.7161991356915,-26.907886505126953,8.815745,1.3731384,9.192827,6.664889035046389,4435.4248046875,,,native_gaia,Gaia,73.94846579879948,-3.4071440272248044,7.431918985110507,25.83047391477203,-1.600232680991912,4560.648681640625,255,223,190,#FFDFBE,0.683511096495361,-19.561541966374723,-23.148872701492927,-11.751640608429664,BD+33  3936,,K4V,Main sequence
Gaia DR3 551239506048106880,63.807958235196665,76.28694062581451,37.137553607519706,26.926921750643196,42.883596758310155,-241.00566877939846,7.649521827697754,7.943755,1.0266218,8.167978,5.792821608391085,5093.82080078125,0.8355982303619385,5.906810283660889,native_gaia,Gaia,134.09715863208996,18.063119061367455,-17.814346133598253,18.384803421043763,8.349083181235653,5199.471404335715,255,234,215,#FFEAD7,0.8060767587413372,-27.520589445800084,-9.137861254280065,-13.927930184779651,HD  26018,,G5,Main sequence
Gaia DR3 4440061500403600768,247.07182253411366,7.620586768775054,37.122188015123264,26.938067324927307,36.65129499379447,-284.4657374310376,,15.852147,3.9335241,18.291178,13.700314932397422,,,,native_gaia,Gaia,22.621114601742867,35.19228974615539,20.320794100259963,8.467517700493957,15.525010219931502,2766.590347290039,255,176,92,#FFB05C,0.13399055202807736,,,,LP  565-16,,,Main sequence
Gaia DR3 267631128885144576,80.29363697510867,55.762915489728655,37.11918840218519,26.940244198365352,123.84293919216856,-283.94737528910446,81.51287841796875,11.902196,2.5025654,13.020367,9.750188290264404,3162.527587890625,,,native_gaia,Gaia,154.84630293781268,10.65059135876215,-23.965422980769375,11.253625105308577,4.97907429243004,3448.973846435547,255,199,137,#FFC789,0.4274830538762036,-90.20162161643964,-0.7263007412097594,8.521734777536324,G 191-32,,dM3.5,Main sequence
Gaia DR3 5910330304495825280,261.74865581191705,-62.66395935691486,37.117249539032066,26.941651453683594,-263.5874902191401,-51.3984123606796,37.62322998046875,14.09154,3.0044336,15.635207,11.939419269941375,3107.2373046875,,,native_gaia,Gaia,329.2518950588075,-14.943376248426306,22.371232069661737,-13.308482659040985,-6.94729069861878,3170.6458197699653,255,190,119,#FFBE77,0.21924065110410373,25.221077984393656,-41.60104675731932,15.00461889824199,UPM J1727-6239,,,Main sequence
Gaia DR3 6311730801143986688,221.76620351619636,-12.741890759941825,37.11718184263787,26.941700591375806,-518.7688907613322,-234.26528647866553,-64.70474243164062,11.222241,2.140149,12.066523,9.070116374555514,3628.30126953125,,,native_gaia,Gaia,341.7685690104703,41.24989568874033,19.23904192462091,-6.337172165503166,17.76386065929336,3635.7372749142532,255,204,148,#FFCC94,0.4863747683068411,-76.93684119104651,-49.89108955581631,-32.607388639339426,Ross  499,,K7V,Main sequence
HIP 60965,187.46509086381,-16.516051632277588,37.11000061035156,26.946914672851562,-209.97000122070312,-139.3000030517578,,2.892617,-0.08354568,2.94,0.7400712966918945,,,,transformed_from_johnson,Hipparcos,295.47096381265357,46.04287575069158,8.043890471926836,-16.88638499195563,19.397990575444744,11392.427956064541,195,211,255,#C3D3FF,,,,,* del Crv,Algorab,A0IV(n)kB9,Subgiant
Gaia DR3 6777760556924773248,316.8549704409795,-33.96097880616064,37.108666295351064,26.94788306432018,344.1578815335189,-370.63090721390546,-12.244842529296875,15.90837,3.9583044,18.372705,13.755746747310841,,,,native_gaia,Gaia,10.369837019856075,-41.87117194655151,19.7389112400991,3.612027722777576,-17.98657945340498,2756.678237915039,255,176,92,#FFB05C,0.13232759758067478,-34.3756432152728,-47.96992371630915,-29.012402347080272,SIPS J2107-3357,,M5.5,Main sequence
Gaia DR3 4118137032824663168,265.22225307249846,-20.93385443357436,37.10726836937702,26.948898260192486,8.734812039270006,6.6206559492364025,,20.080843,1.6033688,20.580536,17.928137897712922,,,,native_gaia,Gaia,6.26513243693618,5.10258183994031,26.681788266394058,2.929262741094824,2.3968129128398,4197.643256554236,255,217,175,#FFD9AF,,,,,,,,White dwarf
Gaia DR3 6350786278796634112,358.58382867378697,-81.68455055872617,37.10451137426575,26.950900657690948,96.03312335280064,36.28812585970372,,17.222563,1.3060055,17.566978,15.069696373819092,,,,native_gaia,Gaia,305.43215786425344,-35.16465810598665,12.773014616825531,-17.952030629322003,-15.521782763038926,4692.229263305664,255,226,196,#FFE2C4,,,,,Gaia DR3 6350786278796634112,,DZH,White dwarf
Gaia DR3 302447890428345088,27.53265381379446,29.464294388644902,37.09797393815778,26.95564996802783,-35.34274341966634,-63.382950849234845,-39.5972900390625,7.8490167,0.9602208,8.048547,5.695767625335941,,,,native_gaia,Gaia,137.95371015163235,-31.689638088505124,-17.03290541157858,15.361432590879117,-14.160282030910714,5340.820997714996,255,236,220,#FFECDC,0.8206348561996087,30.013807537740245,-24.09383486920756,13.137628511818551,HD  11130,,G9V,Main sequence
Gaia DR3 373208954099200768,17.673669293671573,42.93094190794177,37.094598079938905,26.958103113693234,-153.97429524785463,-200.05232348177483,-31.960264205932617,7.484144,0.89057875,7.6594286,5.330697560118905,5474.07275390625,,,native_gaia,Gaia,126.67651193511516,-19.80075127022786,-15.149970211907066,20.342643056932957,-9.132064362731063,5554.970353603363,255,238,227,#FFEEE3,0.8805968264845353,37.53744021026772,-20.961829203167675,-14.621229878507988,V* V443 And,,G7V,Main sequence
Gaia DR3 4801596282413400192,89.56806274677996,-45.03194137974855,37.09379509351444,26.95868668813675,-66.97498708508623,61.82414038763376,11.037646293640137,13.4906025,2.919259,14.958669,11.337108836237498,3150.086669921875,,,native_gaia,Gaia,251.86273020108706,-27.85338348224815,-7.419837738858575,-22.651116558738963,-12.595384651552067,3209.3228694370814,255,191,122,#FFBF7A,0.26791802801387526,-11.037406734951896,-3.3109989171196927,-11.168127267849668,RX J0558.3-4501,,M4V,Main sequence
Gaia DR3 4041663873163840384,267.53515731956077,-33.90572952557154,37.09314163411848,26.95916161170329,-187.81889008238232,-359.7226909932152,-33.74713897705078,12.634101,2.5395603,13.781902,10.480569003073867,3347.645751953125,,,native_gaia,Gaia,356.2392015936047,-3.3909090174471452,26.85400941427913,-1.7651876872198395,-1.5945800740733664,3434.1758728027344,255,199,137,#FFC789,0.3617487897233519,-37.17922086799609,-49.45179038673496,-0.8308658246198015,LP  559-169,,,Main sequence
Gaia DR3 3619356162812208512,210.3454037313001,-7.562934338444142,37.093086553242806,26.9592016443446,-154.12641817459175,83.47352988148413,-19.53314208984375,13.305864,3.0278425,14.870532,11.152329198682747,,,,native_gaia,Gaia,331.44594271305556,51.39478705027922,14.775190296161185,-8.040332645171127,21.06763764563204,3162.322658962674,255,190,119,#FFBE77,0.2882437881448979,-29.43696369797163,0.9632686076142927,-3.9831791940156687,PM J14013-0733,,,Main sequence
Gaia DR3 2349207644734247808,12.842633146657255,-22.859548961515273,37.09104027913032,26.960688955458092,-339.1565112606485,-152.14025534287333,,17.239862,4.754201,20.539957,15.086207512023137,,,,native_gaia,Gaia,122.72339569067617,-85.73126926530493,-1.084846676813345,1.6883055525749622,-26.885897437167902,2600.0,255,170,81,#FFAA51,0.10120688731965295,,,,LEHPM 1029,,M8,Main sequence
Gaia DR3 4517469214960408192,282.98297933498526,18.091638424444724,37.090314702889344,26.961216371725737,-32.59603017796825,4.784816472720003,-30.440086364746094,14.283099,3.0617895,15.878389,12.12940176567053,3090.914794921875,,,native_gaia,Gaia,49.195618934918265,8.034921476478456,17.445614327124506,20.207814665347787,3.768548187723606,3150.2526177300347,255,190,119,#FFBE77,0.20594187640306294,-19.096942809565856,-24.07397677589902,-0.2816455496844191,UCAC4 541-082076,,,Main sequence
HIP 61084,187.79172578868298,-57.11438645048986,37.09000015258789,26.961444854736328,27.940000534057617,-264.3299865722656,,0.86226165,2.4495678,1.59,-1.2914543151855469,,,,transformed_from_johnson,Hipparcos,300.1694277035322,5.6485922087044695,13.48391536278191,-23.1961471592851,2.653731732694901,3470.172882080078,255,199,137,#FFC789,,,,,* gam Cru,Gacrux,M3.5III,Red giant
Gaia DR3 1133673183469372544,174.58624612768764,81.80889164145856,37.08900037903272,26.96217179704103,435.7326492865032,12.353814561752392,-29.803892135620117,10.971605,2.0015411,11.719529,8.817830942914348,3771.3955078125,0.5277823805809021,0.2495402693748474,native_gaia,Gaia,126.05324240375022,34.87158371626559,-13.01885962168591,17.88395139990425,15.41532628554627,3743.919112042683,255,206,153,#FFCE99,0.5077219971380167,63.04078300172718,3.300455745015837,-2.71701973775858,G 253-53,,M0.5V,Main sequence
Gaia DR3 522115156720215040,32.95301936514795,71.31956151929406,37.08735474301783,26.96336815955478,163.88822840860405,-191.40934483232394,,16.964706,1.0598297,17.201849,14.81083571271277,,,,native_gaia,Gaia,129.3367084958212,9.454186132068038,-16.859297547121212,20.57113271674368,4.428973636796999,5142.1123157848015,255,233,213,#FFE9D5,,,,,LP   30-95,,DC,White dwarf
Gaia DR3 1416006054127628928,262.6161904744655,52.71768707477506,37.08723269992248,26.963456888011226,-45.67259182651935,254.8437087372518,,14.54886,3.3498316,16.411497,12.394981742406152,2987.05419921875,,,native_gaia,Gaia,80.07697610951668,33.321890189945805,3.8825841257258014,22.19354413832179,14.812162112219287,3047.837660047743,255,187,113,#FFBB71,0.18735127803156934,,,,LP  139-6,,,Main sequence
Gaia DR3 6160649004315403264,190.47781199168458,-31.88275036410749,37.082448238106124,26.96693577454777,-452.70177365218916,104.03925433076176,,16.772654,4.4989023,19.800907,14.618495575628721,,,,native_gaia,Gaia,300.57395228611637,30.94537675190693,11.764265059634043,-19.91294153670861,13.866955398748605,2600.274419784546,255,170,81,#FFAA51,0.10822256636556919,,,,SIPS J1241-3153,,M6.5e,Main sequence
Gaia DR3 6332763530870415488,226.45454432971792,-7.244792847970629,37.08223709770063,26.96708932002399,-204.995080304994,-18.8529694567954,,15.762831,0.5851841,15.85251,13.608660366183749,,,,native_gaia,Gaia,351.23371835336076,42.68056187207305,19.59312328617231,-3.0213699985319744,18.28126772461295,6574.079513549805,255,249,255,#FFF9FF,,,,,GD 175,,DAH7.3,White dwarf
HIP 83608,256.3333120016002,54.47037085446246,37.08000183105469,26.96871566772461,-66.0,73.86000061035156,,4.7944117,0.6121526,4.91,2.6401100158691406,,,,transformed_from_johnson,Hipparcos,82.29958029640996,37.018179873643284,2.8852839365690977,21.338842991277357,16.237011460412422,6459.786019758744,255,248,253,#FFF8FD,1.3484361501840445,,,,* mu. Dra,Alrakis,F6V+F6V,Main sequence
Gaia DR3 5244951978135977088,151.46480531604942,-67.35911922488587,37.07739679047793,26.970609766671,-1218.524154749394,-102.86111237132864,79.06597137451172,13.347976,2.6252804,14.565552,11.193521904210542,,,,native_gaia,Gaia,287.97847348766084,-9.429352038409462,8.212258178553446,-25.307080094323585,-4.418631450383938,3394.1094752720423,255,197,134,#FFC586,0.2837125905368404,-92.62562751670683,-94.23306243613898,-115.04905398560065,WT 248,,M3V,Main sequence
Gaia DR3 1732878776902363264,316.4854820485635,4.427216223251877,37.07721258212713,26.970743763031543,123.94636022958215,-175.94392165294718,-68.22688293457031,11.179713,2.3911238,12.21044,9.025248634159993,3213.041015625,,,native_gaia,Gaia,54.03883957137476,-27.14082611596014,14.094233257797974,19.426727536540135,-12.303489961263818,3493.550491333008,255,200,140,#FFC88C,0.4901712694172313,-34.46354177447601,-64.46305684679731,8.297348110616813,LP  576-34,,M2.5V,Main sequence
Gaia DR3 4450372376847499904,243.98882744491237,7.355867188848203,37.07618930905398,26.971488133916736,172.25239098254673,-459.01206081886227,,9.208611,1.4445858,9.622011,7.054085989552423,,,,native_gaia,Gaia,20.525722101183614,37.756612576481686,19.97040107422859,7.476847413852385,16.514872262370957,4420.611831665039,255,220,184,#FFDCB8,0.6445914010447577,,,,HD 146413B,,K5V,Main sequence
Gaia DR3 3459773354395918080,181.1560339464786,-38.2745960184833,37.074888140925545,26.972434716428406,640.7818294486968,-226.17352267127382,-7.252007961273193,10.919639,2.0909328,11.729148,8.76503788066545,,,,native_gaia,Gaia,292.91773452582726,23.68514360905702,9.618582893747059,-22.750726984644892,10.835105874806189,3674.1499737995427,255,204,148,#FFCC94,0.5121891024052312,78.55674175182968,35.10182808741741,-14.085394087122491,L  469-72,,M1V,Main sequence
Gaia DR3 6262941347057562752,240.64680403172366,-14.644155752470477,37.07110882388256,26.975184496120697,133.88388817046416,-108.94977460765125,31.444395065307617,10.841881,2.0594463,11.629465,8.687058679781387,,,,native_gaia,Gaia,356.8910642748081,27.59794859881771,23.87076828911565,-1.29652838292133,12.49664011002079,3698.7248118330795,255,205,150,#FFCD96,0.5187873424800364,38.08249023514523,-0.9862735315410215,-4.97083000711821,LP  744-46,,dM2.0,Main sequence
Gaia DR3 3000225425824867584,97.52973574415478,-11.808591433325704,37.06927277255648,26.976520584464517,-153.1368023436859,78.92949080348119,43.237953186035156,8.705418,1.3484683,9.07033,6.550487963533055,4470.51171875,0.7247245907783508,13.326332092285156,native_gaia,Gaia,221.1450660487094,-10.03402665339283,-20.003841272507238,-17.478189713013023,-4.700200160025057,4609.002124786377,255,224,192,#FFE0C0,0.6949512036466945,-41.92299568577845,-13.227154822885428,-20.552712254826876,HD  45977,,K4+Vk:,Main sequence
Gaia DR3 4528074313831862656,273.42025794262474,21.09270426191781,37.06824660327167,26.97726738204389,-277.44559207769083,-428.0160609960803,40.79672622680664,13.245796,2.7015305,14.526715,11.090806421522984,,,,native_gaia,Gaia,48.15844845630412,17.474321997286857,17.16532738275677,19.170376240814083,8.100689231830888,3346.1808558872767,255,196,131,#FFC483,0.2950112936324717,71.57044353279154,-16.388421548293042,22.98894566961221,Wolf  830,,dM4.0,Main sequence
